Date;close;open;high;low;
03.03.2022;10,5;10,5;10,5;10,5;
02.03.2022;10,75;10,75;11;10,51;
01.03.2022;10,75;10,75;10,75;10,75;
28.02.2022;10,75;10,75;10,75;10,75;
25.02.2022;10,75;10,75;10,75;10,75;
24.02.2022;10,75;10,75;10,51;10,51;
23.02.2022;10,75;10,75;10,88;10,88;
22.02.2022;10,75;11,25;10,73;10,73;
21.02.2022;11,25;11,35;10,9;10,73;
18.02.2022;11,35;11,35;10,9;10,9;
17.02.2022;11,35;11,35;10,9;10,9;
16.02.2022;11,35;10,5;10,93;10,9;
15.02.2022;10,5;10,5;10,97;10,15;
14.02.2022;10,5;10,5;10,98;10,98;
11.02.2022;10,5;10,5;10,26;10,26;
10.02.2022;10,5;10,5;10,26;10,26;
09.02.2022;10,5;10,5;10,5;10,5;
08.02.2022;10,5;10,5;10,26;10,26;
07.02.2022;10,5;10,25;10,9;9,73;
04.02.2022;10,25;10,38;10,4;9,5;
03.02.2022;10,38;10,5;9,77;9,75;
02.02.2022;10,5;10,5;10,8;10,8;
01.02.2022;10,5;10,5;10,5;10,5;
31.01.2022;10,5;10,5;10,02;10;
28.01.2022;10,5;10,5;10,5;10,5;
27.01.2022;10,5;10,5;10,5;10,5;
26.01.2022;10,5;10,5;10,8;10;
25.01.2022;10,5;10,25;10,38;10,38;
24.01.2022;10,25;11,5;11;9,9;
21.01.2022;11,5;11,5;11,5;11,5;
20.01.2022;11,5;11,5;11,15;11,02;
19.01.2022;11,5;11,5;11,5;11,5;
18.01.2022;11,5;11,5;11,97;11,15;
17.01.2022;11,5;11,5;11,5;11,5;
14.01.2022;11,5;11,5;11,98;11,15;
13.01.2022;11,5;11,5;11,24;11,24;
12.01.2022;11,5;11,5;11,98;11,98;
11.01.2022;11,5;11,5;11,15;11,15;
10.01.2022;11,5;11,5;11,98;11,15;
07.01.2022;11,5;11;11,8;11,45;
06.01.2022;11;11;11,45;11,45;
05.01.2022;11;11;11,45;10,63;
04.01.2022;11;11;11,45;11,45;
31.12.2021;11;11;11;11;
30.12.2021;11;11;10,61;10,61;
29.12.2021;11;11;11;11;
24.12.2021;11;11;11;11;
23.12.2021;11;11;10,6;10,6;
22.12.2021;11;11,5;11,01;11,01;
21.12.2021;11,5;11,5;11,5;11,5;
20.12.2021;11,5;11,5;11,1;11,02;
17.12.2021;11,5;11,5;12;11,7;
16.12.2021;11,5;11,5;11,5;11,5;
15.12.2021;11,5;11,5;11,25;11,25;
14.12.2021;11,5;11,75;11,38;11,38;
13.12.2021;11,75;11,75;11,38;11,38;
10.12.2021;11,75;11,75;11,99;11,38;
09.12.2021;11,5;11,5;11,25;11;
08.12.2021;11,5;11,5;11,25;11,25;
07.12.2021;11,5;11,5;11,3;11,3;
06.12.2021;11,5;11,75;11,3;11,25;
03.12.2021;11,75;10,25;12,4;10,38;
02.12.2021;10,25;10,25;10,01;10,01;
01.12.2021;10,25;10,25;10,4;10,05;
30.11.2021;10,25;10,25;10,38;10,38;
29.11.2021;10,25;10,25;10,5;10,25;
26.11.2021;10,25;10,25;10,01;10,01;
25.11.2021;10,25;10,25;10,01;10,01;
24.11.2021;10,25;10,25;10,01;10,01;
23.11.2021;10,25;10,25;10,25;10,25;
22.11.2021;10,25;10,25;10,49;10,1;
19.11.2021;10,25;10,25;10,1;10,1;
18.11.2021;10,25;10,5;10,69;10;
17.11.2021;10,5;10,75;10,77;10,1;
16.11.2021;10,75;10,75;10,75;10,75;
15.11.2021;10,75;10,75;10,81;10,5;
12.11.2021;10,75;10,75;10,8;10,5;
11.11.2021;10,75;10,75;10,51;10,44;
10.11.2021;10,75;10,75;10,75;10,75;
09.11.2021;10,75;10,75;10,51;10,51;
08.11.2021;10,75;10,25;10,9;10,5;
05.11.2021;10,25;10,25;10,5;10,4;
04.11.2021;10,25;10,75;10,5;10;
03.11.2021;10,75;10,75;10,85;10,5;
02.11.2021;10,75;11;10,5;10,5;
01.11.2021;11;11;10,5;10,5;
29.10.2021;11;11;11;11;
28.10.2021;11;11;10,5;10,5;
27.10.2021;11;11;11;11;
26.10.2021;11;11;10,5;10,5;
25.10.2021;11;11;10,5;10,5;
22.10.2021;11;11;11;11;
21.10.2021;11;11;10,6;10,6;
20.10.2021;11;11;11;11;
19.10.2021;11;11;10,6;10,6;
18.10.2021;11;11;10,98;10,5;
15.10.2021;11;11;10,65;10,65;
14.10.2021;11;11;11;11;
13.10.2021;11;11;10,6;10,6;
12.10.2021;11;11;11;11;
11.10.2021;11;11;11;11;
08.10.2021;11;11;11;11;
07.10.2021;11;10,75;11,25;10,51;
06.10.2021;10,75;12;11,1;11;
05.10.2021;12;12;11,5;11,5;
04.10.2021;12;12,1;11,72;11,72;
01.10.2021;12,1;12,1;11,75;11,42;
30.09.2021;12,1;12,1;12,3;12,3;
29.09.2021;12,1;12,1;11,72;11,72;
28.09.2021;12,1;12,1;11,72;11,72;
27.09.2021;12,1;11,75;12,67;11,65;
24.09.2021;11,75;12,25;12;11;
23.09.2021;12,25;10;12,25;10;
22.09.2021;9,75;9,75;9,5;9,5;
21.09.2021;9,75;9,75;9,55;9,55;
20.09.2021;9,75;9,75;9,55;9,23;
17.09.2021;9,75;9,75;9,75;9,75;
16.09.2021;9,75;9,75;9,88;9,84;
15.09.2021;9,75;9,75;9,5;9,5;
14.09.2021;9,75;9,75;9,75;9,75;
13.09.2021;9,75;9,75;9,84;9,51;
10.09.2021;9,75;9,75;9,75;9,75;
09.09.2021;9,75;10;9,85;9,51;
08.09.2021;10;10;9,6;9,52;
07.09.2021;10;10;9,56;9,56;
06.09.2021;10;10;10;10;
03.09.2021;10;10;10;10;
02.09.2021;10;10;10;10;
01.09.2021;10;10;10;10;
31.08.2021;10;10;10;10;
27.08.2021;10;10;10,2;10,2;
26.08.2021;10;10;9,56;9,56;
25.08.2021;10;10;10,22;9,56;
24.08.2021;10;10;10,2;9,52;
23.08.2021;10;10;9,56;9,56;
20.08.2021;10;10;10;10;
19.08.2021;10;10;10,22;10,22;
18.08.2021;10;10;10;10;
17.08.2021;10;10;10;10;
16.08.2021;10;10;9,56;9,56;
13.08.2021;10;10;9,56;9,56;
12.08.2021;10;10;10,4;9,56;
11.08.2021;10;10,5;10;9,14;
10.08.2021;10,5;10,5;10,5;10,5;
09.08.2021;10,5;10,5;9,6;9,6;
06.08.2021;10,5;10,75;10,03;10,03;
05.08.2021;10,75;10,75;10,75;10,75;
04.08.2021;10,75;10,75;10,75;10,75;
03.08.2021;10,75;10,25;10,8;10,8;
02.08.2021;10,25;10,25;10,25;10,25;
30.07.2021;10,5;10,5;11,2;9,6;
29.07.2021;10,5;10,5;11,2;9,8;
28.07.2021;10,5;10,5;9,8;9,8;
27.07.2021;10,5;10,5;9,8;9,8;
26.07.2021;10,5;10,5;11,3;11,3;
23.07.2021;10,5;10,75;10,1;10;
22.07.2021;10,75;10,75;10,1;10,1;
21.07.2021;10,75;10,5;10,99;10,79;
20.07.2021;10,5;11;10,5;10,01;
19.07.2021;11;12,25;11,5;10,51;
16.07.2021;12,25;12,25;11,5;11,5;
15.07.2021;12,25;12,25;12,25;12,25;
14.07.2021;12,25;12,25;12,25;12,25;
13.07.2021;12,25;12,5;12,67;12;
12.07.2021;12,5;12,5;12;12;
09.07.2021;12,5;12,5;12,5;12,5;
08.07.2021;12,5;12,5;12,5;12,5;
07.07.2021;12,5;12,5;12,5;12,5;
06.07.2021;12,5;12,5;12,88;12,02;
05.07.2021;12,5;12,5;12,2;12,2;
02.07.2021;12,5;12,5;12,8;12,8;
01.07.2021;12,5;13;13;12,9;
30.06.2021;12,5;12,5;12,7;12,11;
29.06.2021;12,5;12,5;12,7;12,51;
28.06.2021;12,5;12,5;12,1;12,05;
25.06.2021;12,5;13;12,6;12,6;
24.06.2021;13;12,75;12,98;12,51;
23.06.2021;12,5;12,5;12,8;12,1;
22.06.2021;12,5;12,5;12,5;12,5;
21.06.2021;12,5;12,5;12,7;12;
18.06.2021;12,5;12,5;12,7;12,02;
17.06.2021;12,5;12,5;12,71;12;
16.06.2021;12,5;12,5;12,5;12,5;
15.06.2021;12,5;12,5;12,02;12;
14.06.2021;12,5;12,5;12,8;12,8;
11.06.2021;12,5;12,5;12,02;12,02;
10.06.2021;12,5;12;12,45;12,25;
09.06.2021;12;12,5;12,01;11,5;
08.06.2021;12,5;12,5;12,77;12,77;
07.06.2021;12,5;12,5;12,77;12,02;
04.06.2021;12,5;12,5;12,8;12,8;
03.06.2021;12,5;12,5;12,25;12,05;
02.06.2021;12,5;11,5;12,9;11,65;
01.06.2021;11,5;11,5;11,28;11,28;
28.05.2021;11,5;11,25;11,95;11,5;
27.05.2021;11,25;11,5;11,38;11,01;
26.05.2021;11,5;11,75;11;11;
25.05.2021;11,75;11,75;11,51;11,51;
24.05.2021;11,75;11,75;11,69;11,69;
21.05.2021;11,75;11,75;11,7;11,7;
20.05.2021;11,75;11,75;11,7;11,7;
19.05.2021;11,75;11,75;11,95;11,52;
18.05.2021;11,75;11,75;11,52;11,52;
17.05.2021;11,75;11,75;11,75;11,52;
14.05.2021;11,75;11,75;11,52;11,52;
13.05.2021;11,75;11,75;11,75;11,75;
12.05.2021;11,75;11,75;11,75;11,75;
11.05.2021;11,75;11,75;11,6;11,5;
10.05.2021;11,75;11,75;11,95;11,55;
07.05.2021;11,75;11,75;11,55;11,55;
06.05.2021;11,75;12;11,88;11,51;
05.05.2021;11,75;11,75;11,52;11,52;
04.05.2021;11,75;11,75;11,65;11,65;
30.04.2021;11,75;12;12,4;11,75;
29.04.2021;12;12;11,65;11,65;
28.04.2021;12;12,25;12,5;11,7;
27.04.2021;12,25;12;12,5;12,5;
26.04.2021;12;12;12,5;10,6;
23.04.2021;12;13,5;13,1;12,01;
22.04.2021;13,5;14;14;13;
21.04.2021;14;14;13,8;13,5;
20.04.2021;14;14,25;14;13,8;
19.04.2021;14,25;14,25;14,25;14,25;
16.04.2021;14,25;14,25;14,39;14,39;
15.04.2021;14,25;14,25;14,39;14,01;
14.04.2021;14,25;14,25;14,25;14,25;
13.04.2021;14,25;14,5;14;13,75;
12.04.2021;14,5;15;14;14;
09.04.2021;15;15;15;15;
08.04.2021;15;15;15;15;
07.04.2021;15;15;15,6;15,6;
06.04.2021;15;15;14,11;14;
01.04.2021;15;15;14,11;14,11;
31.03.2021;15;15;15;15;
30.03.2021;15;15;15,7;14,2;
29.03.2021;15;15;14,85;14,85;
26.03.2021;15;15;15,1;15,1;
25.03.2021;15;15,5;15,11;14;
24.03.2021;15,5;15,5;15,14;15,11;
23.03.2021;15,5;15,5;15,11;15,1;
22.03.2021;15,5;15;16;15,25;
19.03.2021;15;15;15;15;
18.03.2021;15;15;15,25;15,25;
17.03.2021;15;16;15,5;15,5;
16.03.2021;16;16;15,5;15,5;
15.03.2021;16;16;15,55;15,5;
12.03.2021;16;14,75;16;14,63;
11.03.2021;14,75;14,75;14,99;14,63;
10.03.2021;14,75;14,5;15;14,4;
09.03.2021;14,5;14,25;15;14,05;
08.03.2021;14,25;13;14;12,75;
05.03.2021;13;13;12,75;12,75;
04.03.2021;13;13;13;13;
03.03.2021;13;13;13,5;13,5;
02.03.2021;13;13;13;13;
01.03.2021;13;13;13,5;12,85;
26.02.2021;13;12,75;13,5;12,7;
25.02.2021;12,75;12,5;12,99;12,3;
24.02.2021;12,5;12,75;12,8;12,5;
23.02.2021;12,75;12,75;12,68;12,61;
22.02.2021;12,75;12,75;12,61;12,61;
19.02.2021;12,75;13;12,7;12,7;
18.02.2021;13;13;13;13;
17.02.2021;13;13;12,9;12,5;
16.02.2021;13;13;12,95;12,5;
15.02.2021;13;13;12,65;12,65;
12.02.2021;13;13;12,65;12,61;
11.02.2021;13;13,25;13,05;13;
10.02.2021;13,5;13,75;14,1;13,1;
09.02.2021;13,75;14,5;14,1;14,1;
08.02.2021;14,5;14,75;14,95;14,2;
05.02.2021;14,75;15,25;14,57;14,1;
04.02.2021;15,25;15,25;14,73;14,73;
03.02.2021;15,25;15;15,45;14,4;
02.02.2021;15;15;14,4;14,4;
01.02.2021;15;15;15,5;14,4;
29.01.2021;15;14,5;15,5;14,15;
28.01.2021;14,5;15,5;15,5;14,1;
27.01.2021;15,5;15,5;15,75;15,75;
26.01.2021;15,5;15,5;15,35;15;
25.01.2021;15,5;15,5;15,75;15,75;
22.01.2021;15,5;15,25;15,9;15,15;
21.01.2021;15,25;16,15;15,9;15,1;
20.01.2021;16,15;16,15;16,79;15,83;
19.01.2021;16,15;16,25;16,77;15,83;
18.01.2021;16,15;16,25;17;16,1;
15.01.2021;16,25;16,5;16,73;16,2;
14.01.2021;16,5;16,25;17;17;
13.01.2021;16,25;16,25;16,9;16,1;
12.01.2021;16,25;16;16,77;15;
11.01.2021;16;16,25;16,75;16,1;
08.01.2021;16,25;17;17,9;16,1;
07.01.2021;18,25;16,25;20;16,5;
06.01.2021;16,25;15,55;16,5;15,65;
05.01.2021;15,55;13,5;15,85;13,6;
04.01.2021;13,5;13;14;13,5;
31.12.2020;13;13;13,48;13,4;
30.12.2020;13;10,5;13,5;11;
29.12.2020;10,5;10,5;10,4;10,4;
24.12.2020;10,5;10,5;10,4;10,4;
23.12.2020;10,5;10,5;10,4;10,4;
22.12.2020;10,5;10,25;11;10,25;
21.12.2020;10,25;10,25;10,27;10,27;
18.12.2020;10,25;9,75;10,9;10,36;
17.12.2020;9,75;9,75;10;9,63;
16.12.2020;9,75;9,75;9,75;9,75;
15.12.2020;9,75;9,75;9,65;9,65;
14.12.2020;9,75;9,75;10;9,51;
11.12.2020;9,75;9,5;10;9,5;
10.12.2020;9,5;9,25;10,9;9,05;
09.12.2020;9,25;9;9,4;9;
08.12.2020;8,13;8,13;8,13;8,13;
07.12.2020;8,13;8,13;8,13;8,13;
04.12.2020;8,13;8,13;8,13;8,13;
03.12.2020;8,13;8,13;8,13;8;
02.12.2020;8,13;8,13;8,13;8,13;
01.12.2020;8,13;8,13;8,13;8,13;
30.11.2020;8,13;8,13;8;8;
27.11.2020;8,13;8,5;8,13;7,55;
26.11.2020;8,5;8,5;8,7;8,15;
25.11.2020;8,5;8,5;8,15;8,15;
24.11.2020;8,5;8,5;8,5;8,5;
23.11.2020;8,5;8,5;8,4;8,22;
20.11.2020;8,5;8,5;8,5;8,5;
19.11.2020;8,5;8,5;8,15;8,15;
18.11.2020;8,5;8,5;8,15;8,15;
17.11.2020;8,5;8,5;8,15;8,15;
16.11.2020;8,5;8,5;8,15;8,15;
13.11.2020;8,5;8,5;8,5;8,5;
12.11.2020;8,5;8,13;8,49;8,49;
11.11.2020;8,13;8;8,25;7,8;
10.11.2020;8;8;8,2;7,55;
09.11.2020;8;8;8,2;7,5;
06.11.2020;8;8,25;8,22;8;
05.11.2020;8,25;8,25;8;8;
04.11.2020;8,25;8,25;8,1;8,1;
03.11.2020;8,25;8,25;8,01;8,01;
02.11.2020;8,25;8,25;8,01;8,01;
30.10.2020;8,25;8,25;8,01;8;
29.10.2020;8,25;8,25;8,05;8,01;
28.10.2020;8,25;8,25;8,25;8,25;
