;USDINV;USDINV;USDINV;USDINV;USDINV;USDINV;USDINV;USDINV;USDINV;USDINV;USDINV;USDINV;USDINV;USDINV;USDINV;USDINV;USDINV;USDINV;USDINV;USDINV;USDINV;USDINV;USDINV;USDINV;USDINV;USDINV;USDINV;USDINV;USDINV;USDINV;USDINV;USDINV;USDINV;USDINV;USDINV;USDINV;USDINV;USDINV;USDINV;USDINV;USDINV;USDINV;USDINV;USDINV;USDINV;USDINV;USDINV;USDINV;USDINV;USDINV;USDINV;USDINV;USDINV;USDINV;USDINV;USDINV;USDINV;USDINV;USDINV;USDINV;USDINV;USDINV;USDINV;USDINV;USDINV;USDINV;USDINV;USDINV;USDINV;USDINV;USDINV;USDINV;USDINV;USDINV;USDINV;USDINV;USDINV;USDINV;USDINV;USDINV;USDINV;USDINV;USDINV;USDINV;USDINV;USDINV;USDINV;USDINV;USDINV;USDINV
;FX;FX;FX;FX;FX;FX;FX;FX;FX;FX;FX;FX;FX;FX;FX;FX;FX;FX;FX;FX;FX;FX;FX;FX;FX;FX;FX;FX;FX;FX;FX;FX;FX;FX;FX;FX;FX;FX;FX;FX;FX;FX;FX;FX;FX;FX;FX;FX;FX;FX;FX;FX;FX;FX;FX;FX;FX;FX;FX;FX;FX;FX;FX;FX;FX;FX;FX;FX;FX;FX;FX;FX;FX;FX;FX;FX;FX;FX;FX;FX;FX;FX;FX;FX;FX;FX;FX;FX;FX;FX
Price Date;01/01/2020;01/02/2020;01/03/2020;01/04/2020;01/05/2020;01/06/2020;01/07/2020;01/08/2020;01/09/2020;01/10/2020;01/11/2020;01/12/2020;01/01/2021;01/02/2021;01/03/2021;01/04/2021;01/05/2021;01/06/2021;01/07/2021;01/08/2021;01/09/2021;01/10/2021;01/11/2021;01/12/2021;01/01/2022;01/02/2022;01/03/2022;01/04/2022;01/05/2022;01/06/2022;01/07/2022;01/08/2022;01/09/2022;01/10/2022;01/11/2022;01/12/2022;01/01/2023;01/02/2023;01/03/2023;01/04/2023;01/05/2023;01/06/2023;01/07/2023;01/08/2023;01/09/2023;01/10/2023;01/11/2023;01/12/2023;01/01/2024;01/02/2024;01/03/2024;01/04/2024;01/05/2024;01/06/2024;01/07/2024;01/08/2024;01/09/2024;01/10/2024;01/11/2024;01/12/2024;01/01/2025;01/02/2025;01/03/2025;01/04/2025;01/05/2025;01/06/2025;01/07/2025;01/08/2025;01/09/2025;01/10/2025;01/11/2025;01/12/2025;01/01/2026;01/02/2026;01/03/2026;01/04/2026;01/05/2026;01/06/2026;01/07/2026;01/08/2026;01/09/2026;01/10/2026;01/11/2026;01/12/2026;01/01/2027;01/02/2027;01/03/2027;01/04/2027;01/05/2027;01/06/2027
05/02/2020;0;1,0999;1,1014;1,1034;1,1054;1,1074;1,1102;1,1121;1,1139;1,1156;1,1174;1,1191;1,121;1,1229;1,1248;1,1266;1,1285;1,1303;1,1321;1,1339;1,1357;1,1375;1,1393;1,141;1,1428;1,1446;1,1463;1,1481;1,1499;1,1517;1,1536;1,1554;1,1572;1,159;1,1608;1,1625;1,1643;1,1661;1,1678;1,1696;1,1714;1,1732;1,175;1,1768;1,1787;1,1804;1,1822;1,184;1,1858;1,1876;1,1894;1,1912;1,193;1,1948;1,1966;1,1984;1,2002;1,202;1,2038;1,2056;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
06/02/2020;0;1,0978;1,0993;1,1012;1,1032;1,1052;1,1072;1,1092;1,1112;1,1131;1,115;1,1169;1,1188;1,1207;1,1226;1,1244;1,1262;1,128;1,1298;1,1316;1,1334;1,1352;1,1369;1,1387;1,1405;1,1422;1,144;1,1458;1,1476;1,1494;1,1512;1,153;1,1548;1,1566;1,1584;1,1601;1,1619;1,1637;1,1654;1,1672;1,169;1,1708;1,1726;1,1744;1,1763;1,178;1,1798;1,1816;1,1834;1,1852;1,187;1,1888;1,1906;1,1924;1,1942;1,196;1,1978;1,1996;1,2013;1,2031;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
07/02/2020;0;1,0947;1,0961;1,0981;1,1;1,1021;1,104;1,1059;1,1079;1,1098;1,1116;1,1135;1,1153;1,1172;1,119;1,1208;1,1226;1,1243;1,126;1,1278;1,1295;1,1313;1,133;1,1347;1,1364;1,1381;1,1398;1,1416;1,1433;1,1451;1,1469;1,1486;1,1504;1,1522;1,1539;1,1557;1,1574;1,1591;1,1609;1,1626;1,1644;1,1661;1,1679;1,1697;1,1714;1,1732;1,1749;1,1767;1,1784;1,1802;1,1819;1,1837;1,1855;1,1872;1,189;1,1907;1,1925;1,1942;1,196;1,1977;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
08/02/2020;0;1,0947;1,0961;1,0981;1,1;1,1021;1,1048;1,1066;1,1085;1,1101;1,1118;1,1135;1,1153;1,1172;1,119;1,1208;1,1226;1,1243;1,126;1,1278;1,1295;1,1313;1,133;1,1347;1,1364;1,1381;1,1398;1,1416;1,1433;1,1451;1,1469;1,1486;1,1504;1,1522;1,1539;1,1557;1,1574;1,1591;1,1609;1,1626;1,1644;1,1661;1,1679;1,1697;1,1714;1,1732;1,1749;1,1767;1,1784;1,1802;1,1819;1,1837;1,1855;1,1872;1,189;1,1907;1,1925;1,1942;1,196;1,1977;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
09/02/2020;0;1,0947;1,0961;1,0981;1,1;1,1021;1,1048;1,1066;1,1085;1,1101;1,1118;1,1135;1,1153;1,1172;1,119;1,1208;1,1226;1,1243;1,126;1,1278;1,1295;1,1313;1,133;1,1347;1,1364;1,1381;1,1398;1,1416;1,1433;1,1451;1,1469;1,1486;1,1504;1,1522;1,1539;1,1557;1,1574;1,1591;1,1609;1,1626;1,1644;1,1661;1,1679;1,1697;1,1714;1,1732;1,1749;1,1767;1,1784;1,1802;1,1819;1,1837;1,1855;1,1872;1,189;1,1907;1,1925;1,1942;1,196;1,1977;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10/02/2020;0;1,0917;1,0929;1,0948;1,0968;1,0988;1,1007;1,1026;1,1045;1,1063;1,1081;1,11;1,1118;1,1136;1,1154;1,1171;1,1189;1,1206;1,1223;1,124;1,1257;1,1274;1,1291;1,1307;1,1324;1,1341;1,1358;1,1375;1,1392;1,141;1,1427;1,1444;1,1462;1,1479;1,1496;1,1513;1,153;1,1547;1,1564;1,1582;1,1599;1,1616;1,1634;1,1651;1,1668;1,1686;1,1703;1,172;1,1737;1,1754;1,1772;1,1789;1,1807;1,1824;1,1841;1,1859;1,1876;1,1893;1,191;1,1928;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11/02/2020;0;1,0924;1,0936;1,0955;1,0975;1,0995;1,1015;1,1034;1,1054;1,1072;1,1091;1,1109;1,1128;1,1147;1,1165;1,1183;1,1201;1,1219;1,1237;1,1254;1,1272;1,129;1,1307;1,1325;1,1342;1,1359;1,1376;1,1394;1,1411;1,1429;1,1447;1,1464;1,1482;1,1499;1,1517;1,1534;1,1551;1,1568;1,1586;1,1603;1,1621;1,1638;1,1656;1,1674;1,1691;1,1709;1,1726;1,1743;1,1761;1,1778;1,1795;1,1813;1,1831;1,1848;1,1866;1,1883;1,1901;1,1918;1,1936;1,1953;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12/02/2020;0;1,0869;1,088;1,0899;1,0919;1,0939;1,0959;1,0978;1,0998;1,1016;1,1035;1,1054;1,1073;1,1092;1,1111;1,1129;1,1147;1,1165;1,1182;1,12;1,1218;1,1235;1,1253;1,127;1,1287;1,1305;1,1322;1,134;1,1358;1,1376;1,1393;1,1411;1,1429;1,1447;1,1465;1,1483;1,15;1,1518;1,1535;1,1553;1,1571;1,1589;1,1607;1,1625;1,1643;1,166;1,1678;1,1696;1,1713;1,1731;1,1749;1,1767;1,1785;1,1803;1,1821;1,1838;1,1856;1,1874;1,1892;1,191;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13/02/2020;0;1,0843;1,0854;1,0873;1,0893;1,0913;1,0932;1,0952;1,0971;1,099;1,1008;1,1027;1,1045;1,1064;1,1083;1,1101;1,1119;1,1137;1,1155;1,1173;1,1191;1,1208;1,1226;1,1243;1,126;1,1278;1,1295;1,1313;1,1331;1,1349;1,1366;1,1384;1,1402;1,142;1,1437;1,1455;1,1472;1,149;1,1507;1,1525;1,1543;1,1561;1,1578;1,1596;1,1614;1,1632;1,1649;1,1667;1,1685;1,1702;1,172;1,1738;1,1755;1,1773;1,1791;1,1809;1,1827;1,1844;1,1862;1,188;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14/02/2020;0;1,0848;1,0854;1,087;1,089;1,091;1,0929;1,0948;1,0967;1,0986;1,1004;1,1023;1,1042;1,106;1,1079;1,1097;1,1114;1,1132;1,115;1,1167;1,1185;1,1202;1,1219;1,1237;1,1254;1,1271;1,1288;1,1306;1,1323;1,1341;1,1359;1,1376;1,1394;1,1411;1,1428;1,1446;1,1463;1,148;1,1498;1,1515;1,1533;1,155;1,1568;1,1585;1,1603;1,162;1,1638;1,1655;1,1673;1,169;1,1707;1,1725;1,1742;1,176;1,1778;1,1795;1,1813;1,183;1,1848;1,1865;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15/02/2020;0;1,0848;1,0854;1,087;1,089;1,091;1,0929;1,0948;1,0967;1,0986;1,1004;1,1023;1,1042;1,106;1,1079;1,1097;1,1114;1,1132;1,115;1,1167;1,1185;1,1202;1,1219;1,1237;1,1254;1,1271;1,1288;1,1306;1,1323;1,1341;1,1359;1,1376;1,1394;1,1411;1,1428;1,1446;1,1463;1,148;1,1498;1,1515;1,1533;1,155;1,1568;1,1585;1,1603;1,162;1,1638;1,1655;1,1673;1,169;1,1707;1,1725;1,1742;1,176;1,1778;1,1795;1,1813;1,183;1,1848;1,1865;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16/02/2020;0;1,0848;1,0854;1,087;1,089;1,091;1,0929;1,0948;1,0967;1,0986;1,1004;1,1023;1,1042;1,106;1,1079;1,1097;1,1114;1,1132;1,115;1,1167;1,1185;1,1202;1,1219;1,1237;1,1254;1,1271;1,1288;1,1306;1,1323;1,1341;1,1359;1,1376;1,1394;1,1411;1,1428;1,1446;1,1463;1,148;1,1498;1,1515;1,1533;1,155;1,1568;1,1585;1,1603;1,162;1,1638;1,1655;1,1673;1,169;1,1707;1,1725;1,1742;1,176;1,1778;1,1795;1,1813;1,183;1,1848;1,1865;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17/02/2020;0;1,0848;1,0854;1,087;1,089;1,091;1,0929;1,0948;1,0967;1,0986;1,1004;1,1023;1,1042;1,106;1,1079;1,1097;1,1114;1,1132;1,115;1,1167;1,1185;1,1202;1,1219;1,1237;1,1254;1,1271;1,1288;1,1306;1,1323;1,1341;1,1359;1,1376;1,1394;1,1411;1,1428;1,1446;1,1463;1,148;1,1498;1,1515;1,1533;1,155;1,1568;1,1585;1,1603;1,162;1,1638;1,1655;1,1673;1,169;1,1707;1,1725;1,1742;1,176;1,1778;1,1795;1,1813;1,183;1,1848;1,1865;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
18/02/2020;0;1,0793;1,0801;1,0822;1,0842;1,0862;1,0881;1,0901;1,092;1,0938;1,0957;1,0975;1,0994;1,1012;1,103;1,1048;1,1066;1,1083;1,11;1,1118;1,1135;1,1152;1,117;1,1187;1,1204;1,1221;1,1238;1,1255;1,1272;1,129;1,1307;1,1324;1,1342;1,1359;1,1376;1,1393;1,141;1,1427;1,1444;1,1462;1,1479;1,1496;1,1514;1,1531;1,1548;1,1566;1,1583;1,16;1,1617;1,1634;1,1651;1,1669;1,1686;1,1703;1,1721;1,1738;1,1756;1,1773;1,179;1,1807;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19/02/2020;0;1,0796;1,0803;1,0824;1,0844;1,0864;1,0883;1,0903;1,0922;1,0941;1,0959;1,0978;1,0996;1,1015;1,1034;1,1052;1,107;1,1088;1,1106;1,1123;1,1141;1,1159;1,1176;1,1194;1,1211;1,1228;1,1246;1,1264;1,1281;1,1299;1,1317;1,1334;1,1352;1,137;1,1387;1,1405;1,1422;1,144;1,1457;1,1475;1,1492;1,151;1,1528;1,1546;1,1563;1,1581;1,1598;1,1616;1,1633;1,1651;1,1669;1,1686;1,1704;1,1722;1,1739;1,1757;1,1775;1,1792;1,181;1,1827;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
20/02/2020;0;1,0788;1,0794;1,0815;1,0835;1,0855;1,0873;1,0893;1,0912;1,0931;1,0949;1,0968;1,0986;1,1005;1,1023;1,1041;1,1058;1,1076;1,1093;1,111;1,1127;1,1144;1,1161;1,1178;1,1195;1,1212;1,1229;1,1246;1,1263;1,128;1,1298;1,1315;1,1332;1,1349;1,1366;1,1383;1,14;1,1417;1,1434;1,1451;1,1468;1,1485;1,1503;1,152;1,1537;1,1554;1,1571;1,1588;1,1605;1,1622;1,1639;1,1657;1,1674;1,1691;1,1708;1,1725;1,1743;1,176;1,1777;1,1794;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
21/02/2020;0;1,0856;1,0862;1,0883;1,0903;1,0922;1,0941;1,096;1,0979;1,0997;1,1015;1,1033;1,1052;1,107;1,1088;1,1105;1,1122;1,1138;1,1155;1,1172;1,1188;1,1205;1,1221;1,1238;1,1254;1,1271;1,1287;1,1304;1,132;1,1337;1,1354;1,137;1,1387;1,1404;1,142;1,1437;1,1453;1,147;1,1486;1,1503;1,1519;1,1536;1,1553;1,157;1,1586;1,1603;1,162;1,1636;1,1653;1,1669;1,1686;1,1702;1,1719;1,1736;1,1753;1,1769;1,1786;1,1803;1,1819;1,1836;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
22/02/2020;0;1,0856;1,0862;1,0883;1,0903;1,0922;1,0941;1,096;1,0979;1,0997;1,1015;1,1033;1,1052;1,107;1,1088;1,1105;1,1122;1,1138;1,1155;1,1172;1,1188;1,1205;1,1221;1,1238;1,1254;1,1271;1,1287;1,1304;1,132;1,1337;1,1354;1,137;1,1387;1,1404;1,142;1,1437;1,1453;1,147;1,1486;1,1503;1,1519;1,1536;1,1553;1,157;1,1586;1,1603;1,162;1,1636;1,1653;1,1669;1,1686;1,1702;1,1719;1,1736;1,1753;1,1769;1,1786;1,1803;1,1819;1,1836;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
23/02/2020;0;1,0856;1,0862;1,0883;1,0903;1,0922;1,0941;1,096;1,0979;1,0997;1,1015;1,1033;1,1052;1,107;1,1088;1,1105;1,1122;1,1138;1,1155;1,1172;1,1188;1,1205;1,1221;1,1238;1,1254;1,1271;1,1287;1,1304;1,132;1,1337;1,1354;1,137;1,1387;1,1404;1,142;1,1437;1,1453;1,147;1,1486;1,1503;1,1519;1,1536;1,1553;1,157;1,1586;1,1603;1,162;1,1636;1,1653;1,1669;1,1686;1,1702;1,1719;1,1736;1,1753;1,1769;1,1786;1,1803;1,1819;1,1836;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
24/02/2020;0;1,0842;1,0846;1,0867;1,0887;1,0907;1,0925;1,0943;1,0962;1,0979;1,0997;1,1014;1,1031;1,1049;1,1066;1,1082;1,1099;1,1115;1,1131;1,1146;1,1162;1,1178;1,1194;1,121;1,1225;1,1241;1,1256;1,1272;1,1288;1,1304;1,132;1,1336;1,1352;1,1367;1,1383;1,1399;1,1414;1,143;1,1445;1,1461;1,1477;1,1493;1,1509;1,1525;1,1541;1,1556;1,1572;1,1588;1,1603;1,1619;1,1635;1,1651;1,1666;1,1682;1,1698;1,1714;1,173;1,1746;1,1761;1,1777;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
25/02/2020;0;1,0881;1,0884;1,0905;1,0924;1,0943;1,0961;1,0979;1,0997;1,1015;1,1032;1,1049;1,1066;1,1083;1,11;1,1116;1,1132;1,1148;1,1164;1,1179;1,1195;1,121;1,1226;1,1241;1,1257;1,1272;1,1287;1,1303;1,1319;1,1334;1,135;1,1366;1,1382;1,1397;1,1413;1,1429;1,1444;1,1459;1,1475;1,1491;1,1506;1,1522;1,1538;1,1554;1,157;1,1585;1,1601;1,1617;1,1632;1,1648;1,1663;1,1679;1,1695;1,1711;1,1727;1,1742;1,1758;1,1774;1,1789;1,1805;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
26/02/2020;0;1,0899;1,0902;1,0922;1,0941;1,096;1,0978;1,0996;1,1014;1,1031;1,1047;1,1064;1,1081;1,1098;1,1115;1,1131;1,1147;1,1163;1,1178;1,1194;1,121;1,1226;1,1241;1,1257;1,1272;1,1288;1,1303;1,1319;1,1335;1,1351;1,1367;1,1382;1,1398;1,1414;1,143;1,1446;1,1461;1,1477;1,1492;1,1508;1,1524;1,154;1,1556;1,1572;1,1588;1,1604;1,1619;1,1635;1,1651;1,1667;1,1682;1,1698;1,1714;1,173;1,1746;1,1762;1,1778;1,1793;1,1809;1,1825;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
27/02/2020;0;1,0986;1,0988;1,1009;1,1028;1,1047;1,1064;1,1081;1,1099;1,1115;1,1132;1,1148;1,1165;1,1181;1,1198;1,1213;1,1229;1,1245;1,126;1,1275;1,129;1,1305;1,132;1,1335;1,135;1,1365;1,138;1,1396;1,1412;1,1428;1,1444;1,146;1,1477;1,1492;1,1508;1,1524;1,154;1,1556;1,1571;1,1587;1,1603;1,162;1,1636;1,1652;1,1668;1,1684;1,17;1,1716;1,1731;1,1747;1,1763;1,1779;1,1795;1,1812;1,1828;1,1844;1,186;1,1876;1,1891;1,1907;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
28/02/2020;0;1,1029;1,103;1,105;1,1068;1,1086;1,1103;1,1119;1,1135;1,1151;1,1166;1,1182;1,1198;1,1214;1,123;1,1245;1,1259;1,1274;1,1288;1,1302;1,1316;1,133;1,1344;1,1358;1,1372;1,1386;1,14;1,1415;1,1431;1,1446;1,1462;1,1477;1,1493;1,1508;1,1524;1,1539;1,1554;1,157;1,1585;1,1601;1,1616;1,1632;1,1647;1,1663;1,1678;1,1694;1,1709;1,1725;1,174;1,1756;1,1771;1,1787;1,1802;1,1818;1,1833;1,1849;1,1865;1,188;1,1896;1,1911;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
29/02/2020;0;1,1029;1,103;1,105;1,1068;1,1086;1,1103;1,1119;1,1135;1,1151;1,1166;1,1182;1,1198;1,1214;1,123;1,1245;1,1259;1,1274;1,1288;1,1302;1,1316;1,133;1,1344;1,1358;1,1372;1,1386;1,14;1,1415;1,1431;1,1446;1,1462;1,1477;1,1493;1,1508;1,1524;1,1539;1,1554;1,157;1,1585;1,1601;1,1616;1,1632;1,1647;1,1663;1,1678;1,1694;1,1709;1,1725;1,174;1,1756;1,1771;1,1787;1,1802;1,1818;1,1833;1,1849;1,1865;1,188;1,1896;1,1911;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01/03/2020;0;0;1,103;1,105;1,1068;1,1086;1,1103;1,1119;1,1135;1,1151;1,1166;1,1182;1,1198;1,1214;1,123;1,1245;1,1259;1,1274;1,1288;1,1302;1,1316;1,133;1,1344;1,1358;1,1372;1,1386;1,14;1,1415;1,1431;1,1446;1,1462;1,1477;1,1493;1,1508;1,1524;1,1539;1,1554;1,157;1,1585;1,1601;1,1616;1,1632;1,1647;1,1663;1,1678;1,1694;1,1709;1,1725;1,174;1,1756;1,1771;1,1787;1,1802;1,1818;1,1833;1,1849;1,1865;1,188;1,1896;1,1911;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
02/03/2020;0;0;1,1164;1,1183;1,1201;1,1218;1,1234;1,1249;1,1265;1,128;1,1294;1,1309;1,1324;1,1339;1,1355;1,1369;1,1384;1,1399;1,1413;1,1428;1,1443;1,1457;1,1471;1,1486;1,15;1,1514;1,1529;1,1544;1,1559;1,1574;1,159;1,1605;1,1621;1,1636;1,1651;1,1666;1,1681;1,1696;1,1711;1,1727;1,1742;1,1758;1,1773;1,1789;1,1804;1,1819;1,1835;1,185;1,1865;1,188;1,1896;1,1911;1,1926;1,1942;1,1957;1,1973;1,1988;1,2003;1,2019;1,2034;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
03/03/2020;0;0;1,118;1,1195;1,121;1,1225;1,1239;1,1253;1,1267;1,128;1,1293;1,1306;1,132;1,1333;1,1346;1,1359;1,1373;1,1386;1,1399;1,1413;1,1426;1,1439;1,1452;1,1465;1,1478;1,1491;1,1504;1,1519;1,1534;1,1549;1,1564;1,1579;1,1594;1,1609;1,1624;1,1639;1,1653;1,1668;1,1683;1,1698;1,1713;1,1728;1,1743;1,1758;1,1774;1,1788;1,1803;1,1818;1,1833;1,1848;1,1863;1,1878;1,1893;1,1908;1,1923;1,1938;1,1954;1,1968;1,1983;1,1998;1,2013;1,2028;1,2042;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
04/03/2020;0;0;1,114;1,1155;1,117;1,1184;1,1197;1,121;1,1223;1,1236;1,1248;1,1261;1,1274;1,1288;1,1301;1,1314;1,1328;1,1341;1,1354;1,1368;1,1381;1,1394;1,1407;1,142;1,1433;1,1446;1,1459;1,1473;1,1488;1,1502;1,1516;1,1531;1,1545;1,156;1,1574;1,1588;1,1603;1,1617;1,1631;1,1646;1,166;1,1675;1,1689;1,1703;1,1718;1,1732;1,1747;1,1761;1,1776;1,179;1,1804;1,1819;1,1833;1,1848;1,1862;1,1877;1,1891;1,1906;1,192;1,1934;1,1949;1,1963;1,1977;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
05/03/2020;0;0;1,1201;1,1216;1,1231;1,1245;1,1258;1,127;1,1282;1,1294;1,1306;1,1318;1,1331;1,1344;1,1357;1,137;1,1382;1,1395;1,1408;1,142;1,1433;1,1446;1,1458;1,1471;1,1483;1,1495;1,1508;1,1522;1,1536;1,155;1,1564;1,1578;1,1593;1,1607;1,1621;1,1635;1,1649;1,1663;1,1676;1,1691;1,1705;1,1719;1,1733;1,1748;1,1762;1,1776;1,179;1,1805;1,1819;1,1833;1,1847;1,1861;1,1875;1,189;1,1904;1,1918;1,1932;1,1946;1,196;1,1974;1,1988;1,2002;1,2016;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
06/03/2020;0;0;1,1317;1,133;1,1344;1,1358;1,137;1,1382;1,1394;1,1406;1,1418;1,143;1,1442;1,1454;1,1467;1,148;1,1493;1,1506;1,1519;1,1532;1,1545;1,1558;1,1571;1,1584;1,1597;1,1609;1,1622;1,1635;1,1648;1,1661;1,1674;1,1687;1,1699;1,1712;1,1725;1,1737;1,175;1,1763;1,1775;1,1788;1,1801;1,1814;1,1827;1,184;1,1853;1,1866;1,1878;1,1891;1,1904;1,1917;1,1929;1,1942;1,1955;1,1968;1,1981;1,1993;1,2006;1,2019;1,2032;1,2045;1,2057;1,207;1,2082;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
07/03/2020;0;0;1,1317;1,133;1,1344;1,1358;1,137;1,1382;1,1394;1,1406;1,1418;1,143;1,1442;1,1454;1,1467;1,148;1,1493;1,1506;1,1519;1,1532;1,1545;1,1558;1,1571;1,1584;1,1597;1,1609;1,1622;1,1635;1,1648;1,1661;1,1674;1,1687;1,1699;1,1712;1,1725;1,1737;1,175;1,1763;1,1775;1,1788;1,1801;1,1814;1,1827;1,184;1,1853;1,1866;1,1878;1,1891;1,1904;1,1917;1,1929;1,1942;1,1955;1,1968;1,1981;1,1993;1,2006;1,2019;1,2032;1,2045;1,2057;1,207;1,2082;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
08/03/2020;0;0;1,1317;1,133;1,1344;1,1358;1,137;1,1382;1,1394;1,1406;1,1418;1,143;1,1442;1,1454;1,1467;1,148;1,1493;1,1506;1,1519;1,1532;1,1545;1,1558;1,1571;1,1584;1,1597;1,1609;1,1622;1,1635;1,1648;1,1661;1,1674;1,1687;1,1699;1,1712;1,1725;1,1737;1,175;1,1763;1,1775;1,1788;1,1801;1,1814;1,1827;1,184;1,1853;1,1866;1,1878;1,1891;1,1904;1,1917;1,1929;1,1942;1,1955;1,1968;1,1981;1,1993;1,2006;1,2019;1,2032;1,2045;1,2057;1,207;1,2082;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
09/03/2020;0;0;1,1462;1,1475;1,1489;1,1503;1,1514;1,1526;1,1537;1,1548;1,1559;1,1569;1,1582;1,1595;1,1607;1,162;1,1632;1,1644;1,1656;1,1669;1,1681;1,1693;1,1704;1,1716;1,1728;1,174;1,1752;1,1765;1,1778;1,1791;1,1804;1,1817;1,183;1,1843;1,1856;1,1869;1,1882;1,1895;1,1908;1,1921;1,1934;1,1947;1,196;1,1974;1,1987;1,2;1,2013;1,2026;1,2039;1,2052;1,2065;1,2078;1,2091;1,2104;1,2117;1,213;1,2144;1,2157;1,217;1,2183;1,2195;1,2208;1,2221;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10/03/2020;0;0;1,1297;1,1308;1,1322;1,1334;1,1345;1,1356;1,1367;1,1378;1,1388;1,1399;1,1411;1,1423;1,1436;1,1448;1,146;1,1472;1,1484;1,1496;1,1508;1,152;1,1532;1,1544;1,1556;1,1568;1,1579;1,1592;1,1605;1,1618;1,1631;1,1644;1,1657;1,167;1,1683;1,1696;1,1709;1,1722;1,1735;1,1748;1,1761;1,1774;1,1787;1,1801;1,1814;1,1827;1,1839;1,1852;1,1865;1,1878;1,1891;1,1904;1,1918;1,1931;1,1944;1,1957;1,197;1,1983;1,1996;1,2009;1,2022;1,2035;1,2048;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
